customer_id,first_name,last_name,zip5,city,state,balance,rewards,num_bills,num_recurring,num_transfers_sent,total_transfers_sent,num_transfers_received,total_transfers_received,num_deposits,total_deposits,num_withdrawals,total_withdrawals,total_p2p_count,total_p2p_volume,total_transactions_count,total_transaction_volume,deposit_withdrawal_ratio
56c66be5a73e492741507299,Kaya,Scodelario,21561,Swanton,Maryland,90506.0,99162.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1815.0,
56c66be5a73e49274150729a,Sarah,Snook,14569,Warsaw,New York,68025.0,47755.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1149.0,
56c66be5a73e49274150729b,Elizabeth,Banks,41339,Jackson,Kentucky,77095.0,106976.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1558.0,
56c66be5a73e49274150729c,Christoph,Waltz,43944,Richmond,Ohio,31192.0,89976.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,874.0,
56c66be5a73e49274150729d,Mark,Hamill,45653,Minford,Ohio,72627.0,130125.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1353.0,
56c66be5a73e49274150729e,Christian,Bale,16229,Freeport,Pennsylvania,25506.0,25528.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,321.0,
56c66be5a73e49274150729f,Eva,Green,23860,Hopewell,Virginia,32948.8,39664.0,6.0,2.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,14.0,14.0,20.0,1903.0,
56c66be5a73e4927415072a0,Emma,Stone,27876,Seaboard,North Carolina,90018.0,58290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56c66be5a73e4927415072a1,Arnold,Schwarzenegger,16301,Oil City,Pennsylvania,90553.0,90338.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1579.0,
56c66be5a73e4927415072a2,Jessica,Chastain,45623,Crown City,Ohio,11619.0,66828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56c66be5a73e4927415072a3,Paula,Patton,15090,Wexford,Pennsylvania,33042.0,67308.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,563.0,
56c66be5a73e4927415072a4,Lauren,Cohan,24102,Henry,Virginia,21130.0,39355.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,779.0,
56c66be5a73e4927415072a5,AaronV.,Williamson,16254,Shippenville,Pennsylvania,25386.0,28395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56c66be5a73e4927415072a6,Daniel,Craig,45663,West Portsmouth,Ohio,68167.0,52680.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,937.0,
56c66be5a73e4927415072a7,Lizzy,Caplan,27937,Gates,North Carolina,63609.0,45999.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,871.0,
56c66be5a73e4927415072a8,Angelina,Jolie,23887,Valentines,Virginia,91664.0,79597.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1686.0,
56c66be5a73e4927415072a9,Jena,Malone,15944,New Florence,Pennsylvania,81843.0,72316.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,978.0,
56c66be5a73e4927415072aa,Leonardo,DiCaprio,41501,Pikeville,Kentucky,84158.0,149942.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2831.0,
56c66be5a73e4927415072ab,John,Boyega,17267,Warfordsburg,Pennsylvania,73875.0,96051.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1550.0,
56c66be5a73e4927415072ac,Adrianne,Palicki,15530,Berlin,Pennsylvania,49711.0,37756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56c66be5a73e4927415072ad,Johnny,Depp,25508,Chapmanville,West Virginia,66667.0,73353.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,876.0,
56c66be5a73e4927415072ae,EmilyBett,Rickards,17857,Northumberland,Pennsylvania,81584.0,130806.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2813.0,
56c66be5a73e4927415072af,Andy,Serkis,16407,Corry,Pennsylvania,52792.0,39105.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1504.0,
56c66be5a73e4927415072b0,Rosamund,Pike,41035,Dry Ridge,Kentucky,117760.0,110351.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2346.0,
56c66be5a73e4927415072b1,Naomi,Grossman,45750,Marietta,Ohio,10938.0,25542.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,217.0,
56c66be5a73e4927415072b3,Liam,Hemsworth,43748,Junction City,Ohio,11248.0,33021.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,311.0,
56c66be5a73e4927415072b4,Amy,Acker,24244,Duffield,Virginia,78823.0,71618.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1056.0,
56c66be5a73e4927415072b5,Sam,Claflin,15238,Pittsburgh,Pennsylvania,7747.0,72441.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1317.0,
56c66be5a73e4927415072b6,Cara,Delevingne,25425,Harpers Ferry,West Virginia,124318.0,78746.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2685.0,
56c66be5a73e4927415072b7,Amber,Heard,43113,Circleville,Ohio,61195.0,47140.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0,
56c66be5a73e4927415072b8,Anne,Hathaway,22843,Mount Solon,Virginia,73207.0,92614.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2519.0,
56c66be5a73e4927415072b9,Emma,Watson,21750,Hancock,Maryland,93492.0,86305.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1386.0,
56c66be5a73e4927415072bd,Olivia,Munn,17048,Lykens,Pennsylvania,55653.0,56609.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1834.0,
56c66be5a73e4927415072be,J.J.,Abrams,21136,Reisterstown,Maryland,113755.0,78986.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3015.0,
56c66be5a73e4927415072bf,Nina,Dobrev,45601,Chillicothe,Ohio,85410.0,84119.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1503.0,
56c66be5a73e4927415072c0,Evan,Peters,16943,Sabinsville,Pennsylvania,94133.0,115861.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,863.0,
56c66be5a73e4927415072c1,Thomas,Brodie-Sangster,22960,Orange,Virginia,33189.0,38766.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,688.0,
56c66be5a73e4927415072c2,Kate,Beckinsale,45661,Piketon,Ohio,39113.0,13078.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,
56c66be5a73e4927415072c3,Janina,Gavankar,43054,New Albany,Ohio,19346.0,67035.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,770.0,
56c66be5a73e4927415072c4,Zooey,Deschanel,45701,Athens,Ohio,73875.0,80349.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,282.0,
56c66be5a73e4927415072c5,Emily,Mortimer,24236,Damascus,Virginia,124515.0,123358.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1829.0,
56c66be5a73e4927415072c6,Chris,Pine,14054,East Bethany,New York,100056.0,71638.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,446.0,
56c66be5a73e4927415072c7,Rachel,McAdams,15337,Graysville,Pennsylvania,73442.0,55041.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1090.0,
56c66be5a73e4927415072c8,Keira,Knightley,24317,Cana,Virginia,86085.0,87927.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1055.0,
56c66be5a73e4927415072c9,Tom,Cruise,41557,Raccoon,Kentucky,33917.0,25754.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,152.0,
56c66be5a73e4927415072ca,Christopher,Walken,26416,Philippi,West Virginia,42719.0,41628.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1216.0,
56c66be5a73e4927415072cc,Mickey,Rourke,43138,Logan,Ohio,41465.0,34432.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,592.0,
56c66be5a73e4927415072cd,Kristen,Bell,40744,London,Kentucky,68256.0,105304.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1707.0,
56c66be5a73e4927415072ce,Emily,Blunt,14517,Nunda,New York,112871.0,46822.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,574.0,
56c66be5a73e4927415072cf,Katie,Cassidy,45652,McDermott,Ohio,75841.0,58832.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,415.0,
56c66be5a73e4927415072d0,Channing,Tatum,14525,Pavilion,New York,42099.0,81022.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1529.0,
56c66be5a73e4927415072d1,Megan,Fox,45118,Fayetteville,Ohio,58804.0,74900.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,458.0,
56c66be5a73e4927415072d2,Danielle,Panabaker,24354,Marion,Virginia,75210.0,61880.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,534.0,
56c66be5a73e4927415072d3,Harrison,Ford,43973,Freeport,Ohio,32277.0,47045.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,470.0,
56c66be5a73e4927415072d4,Macaulay,Culkin,23093,Louisa,Virginia,30787.0,53787.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,718.0,
56c66be5a73e4927415072d5,Natalie,Portman,14024,Bliss,New York,86729.0,104024.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1543.0,
56c66be5a73e4927415072d6,Sarah,Silverman,22655,Stephens City,Virginia,51442.0,70375.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2046.0,
56c66be5a73e4927415072d7,Andrew,Lincoln,20650,Leonardtown,Maryland,46289.0,31405.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1074.0,
56c66be5a73e4927415072d8,Taylor,Louderman,45694,Wheelersburg,Ohio,49528.0,20588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56c66be5a73e4927415072d9,Jessica,Par''u00c3''u00a9,16662,Martinsburg,Pennsylvania,66580.0,49137.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1890.0,
56c66be5a73e4927415072da,Gwendoline,Christie,22485,King George,Virginia,18612.0,20872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56c66be5a73e4927415072db,Joel,Edgerton,45601,Chillicothe,Ohio,121070.0,111590.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1049.0,
56c66be5a73e4927415072dc,Oscar,Isaac,26160,Palestine,West Virginia,115988.0,77646.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1511.0,
56c66be5a73e4927415072dd,Logan,Lerman,16317,Cooperstown,Pennsylvania,70323.0,97116.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1869.0,
56c66be5a73e4927415072de,Idina,Menzel,25570,Wayne,West Virginia,41626.0,58032.0,4.0,1.0,0.0,0.0,2.0,3072.0,0.0,0.0,0.0,0.0,2.0,3072.0,6.0,4079.0,
56c66be5a73e4927415072df,Rooney,Mara,20198,The Plains,Virginia,43953.0,24993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56c66be5a73e4927415072e0,Blake,Lively,16830,Clearfield,Pennsylvania,54244.0,67157.0,1.0,1.0,0.0,0.0,2.0,1220.0,0.0,0.0,0.0,0.0,2.0,1220.0,3.0,1662.0,
56c66be5a73e4927415072e1,Eddie,Redmayne,24085,Eagle Rock,Virginia,82008.0,48532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56c66be5a73e4927415072e2,Christine,Woods,26537,Kingwood,West Virginia,58874.0,45345.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,522.0,
56c66be5a73e4927415072e3,Miley,Cyrus,14895,Wellsville,New York,23736.0,27378.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,600.0,
56c66be5a73e4927415072e4,Shia,LaBeouf,45750,Marietta,Ohio,103224.0,98495.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,902.0,
56c66be5a73e4927415072e5,Alexis,Bledel,24588,Rustburg,Virginia,21989.0,13952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56c66be5a73e4927415072e6,Ridley,Scott,21074,Hampstead,Maryland,52989.0,53704.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,399.0,
56c66be5a73e4927415072e7,Christian,Borle,26164,Ravenswood,West Virginia,22647.549999999996,26946.0,2.0,0.0,1.0,5.0,28.0,49.870000000000005,0.0,0.0,0.0,0.0,29.0,54.870000000000005,31.0,531.87,
56c66be5a73e4927415072e8,Will,Poulter,15827,Byrnedale,Pennsylvania,57938.32,55311.0,5.0,3.0,28.0,49.870000000000005,2.0,10.0,0.0,0.0,0.0,0.0,30.0,59.870000000000005,35.0,1344.87,
56c66be5a73e4927415072e9,Felicity,Jones,40419,Crab Orchard,Kentucky,47285.0,62499.0,3.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,1054.0,
56c66be5a73e4927415072ea,Theo,James,25253,Letart,West Virginia,96796.0,68611.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,823.0,
56c66be5a73e4927415072eb,Will,Smith,43943,Rayland,Ohio,129503.0,111258.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1725.0,
56c66be5a73e4927415072ec,Aaron,Taylor-Johnson,24120,Meadows of Dan,Virginia,60375.0,67886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56c66be5a73e4927415072ed,Rose,Byrne,16836,Frenchville,Pennsylvania,148985.0,102195.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2879.0,
56c66be5a73e4927415072ee,Alexandra,Daddario,26743,New Creek,West Virginia,21314.0,20047.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,648.0,
56c66be5a73e4927415072ef,Reese,Witherspoon,24459,Middlebrook,Virginia,91972.0,97518.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,718.0,
56c66be5a73e4927415072f0,Kristen,Stewart,45710,Albany,Ohio,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56c66be5a73e4927415072f3,Mackenzie,Foy,20148,Broadlands,Virginia,58521.0,47328.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,983.0,
56c66be5a73e4927415072f4,Katheryn,Winnick,22610,Bentonville,Virginia,32871.0,85279.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,792.0,
56c66be5a73e4927415072f5,Dakota,Johnson,14737,Franklinville,New York,89588.0,94422.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,622.0,
56c66be5a73e4927415072f6,Abigail,Breslin,14739,Friendship,New York,30908.0,14400.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,873.0,
56c66be5a73e4927415072f7,Imogen,Poots,17964,Pitman,Pennsylvania,140104.0,106060.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2242.0,
56c66be5a73e4927415072f8,Chloe,Bennet,26184,Waverly,West Virginia,28673.0,13146.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,572.0,
56c66be5a73e4927415072f9,Anna,Chlumsky,15003,Ambridge,Pennsylvania,203150.0,176156.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1470.0,
56c66be5a73e4927415072fa,Kate,Mara,45106,Bethel,Ohio,93647.0,80730.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1645.0,
56c66be5a73e4927415072fb,Garrett,Hedlund,14895,Wellsville,New York,58584.0,40768.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1663.0,
56c66be5a73e4927415072fc,Brenton,Thwaites,37731,Eidson,Tennessee,117012.0,92983.0,7.0,1.0,2.0,110.0,2.0,110.0,0.0,0.0,0.0,0.0,4.0,220.0,11.0,2137.0,
56c66be5a73e4927415072fd,Domhnall,Gleeson,17241,Newville,Pennsylvania,50568.0,39124.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1063.0,
56c66be5a73e4927415072fe,Luke,Evans,21784,Sykesville,Maryland,77588.0,99784.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,383.0,
56c66be5a73e4927415072ff,Sylvester,Stallone,14055,East Concord,New York,60712.0,62421.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1327.0,
56c66be5a73e492741507300,Travis,Fimmel,21722,Clear Spring,Maryland,21060.0,32609.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1005.0,
56c66be5a73e492741507301,Michael,Fassbender,43764,New Lexington,Ohio,46811.0,46617.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,998.0,
56c66be5a73e492741507302,Emma,Roberts,41764,Smilax,Kentucky,31858.0,12170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,296.0,
56c66be5a73e492741507303,Olivia,Wilde,24504,Lynchburg,Virginia,63117.0,36644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56c66be5a73e492741507304,Richard,Armitage,21532,Frostburg,Maryland,65241.0,47554.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,470.0,
